#||e||
1	0.109207	0	
2	0.0884588	0	
3	0.0716522	0	
4	0.0580386	0	
5	0.0470115	0	
6	0.0380795	0	
7	0.0308445	0	
8	0.0249841	0	
9	0.0202372	0	
10	0.0163921	0	
11	0.0132777	0	
12	0.0107549	0	
13	0.00871149	0	
14	0.00705631	0	
15	0.00571562	0	
16	0.00462965	0	
17	0.00375002	0	
18	0.00303752	0	
19	0.00246039	0	
20	0.00199292	0	
21	0.00161426	0	
22	0.00130755	0	
23	0.00105912	0	
24	0.000857886	0	
25	0.000694887	0	
26	0.000562859	0	
27	0.000455916	0	
28	0.000369292	0	
29	0.000299126	0	
30	0.000242292	0	
31	0.000196257	0	
32	0.000158968	0	
33	0.000128764	0	
34	0.000104299	0	
35	8.44821e-05	0	
36	6.84305e-05	0	
37	5.54287e-05	0	
38	4.48973e-05	0	
39	3.63668e-05	0	
40	2.94571e-05	0	
41	2.38602e-05	0	
42	1.93268e-05	0	
43	1.56547e-05	0	
44	1.26803e-05	0	
45	1.02711e-05	0	
46	8.31955e-06	0	
47	6.73884e-06	0	
48	5.45846e-06	0	
49	4.42135e-06	0	
50	3.58129e-06	0	
51	2.90085e-06	0	
52	2.34969e-06	0	
53	1.90325e-06	0	
54	1.54163e-06	0	
55	1.24872e-06	0	
56	1.01146e-06	0	
57	8.19285e-07	0	
58	6.63621e-07	0	
59	5.37533e-07	0	
60	4.35402e-07	0	
61	3.52675e-07	0	
62	2.85667e-07	0	
63	2.3139e-07	0	
64	1.87426e-07	0	
65	1.51815e-07	0	
66	1.2297e-07	0	
67	9.9606e-08	0	
68	8.06808e-08	0	
69	6.53515e-08	0	
70	5.29347e-08	0	
71	4.28771e-08	0	
72	3.47305e-08	0	
73	2.81317e-08	0	
74	2.27866e-08	0	
75	1.84572e-08	0	
76	1.49503e-08	0	
77	1.21098e-08	0	
78	9.80891e-09	0	
